REQUESTID,STRSEGID,REQUESTTYP,Request type cleaned,REQUESTDAT,Day,COMMENTS,USERTYPE,NEAR_INTER,NEAR_STR,SNA_NAME,STRSEGID,Additional_COMMENTS,,,,,,,,,,,,,
4322,3381179181433817921759,""" src=""images/09 - Failure to yield while turning.png""></span>&nbsp;Vehicles do not yield at crosswalks",Vehicles do not yield at crosswalks,2/26/2018,Mon,Cars do not yield to pedestrians in this neighborhood,walks,BURNET AV & CATHERINE ST,Catherine St,Avondale,3381179181433817921759,,,,,,,,,,,,,,
4323,3368503148633688681374,Crosswalk Needed,Crosswalk Needed,2/26/2018,Mon,"There is a crosswark here - to cross liberty to pendleton area) - but NO ONE slows downs or stops for pedestrians.  Its very dangerous to cross.  Cars coming from 471 are flying.  Adults & Kids use this crosswalk.  Please add lights, larger median.",walks,CATLIN AL & LIBERTY HILL,E Liberty St,Mt. Auburn,3368503148633688681374,,,,,,,,,,,,,,
4338,3368503148633688681374,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/26/2018,Mon,Cars fly through crosswalk - Adults & Kids cross here in the mornings - its very dangerous!!  Cars need to slow down / yield to pedestrians,walks,CATLIN AL & LIBERTY HILL,E Liberty St,Pendleton,3368503148633688681374,Agree!!...,,,,,,,,,,,,,
4339,3369983219833600022391,Speeding,Speeding,2/26/2018,Mon,I live on highland & walk the neighborhood  - cars fly up the hill from downtown.  Dangerous for pedestians - eps kids at Ringgold area.,walks,HIGHLAND AV & RINGGOLD ST,Highland Av,Mt. Auburn,3369983219833600022391,,,,,,,,,,,,,,
4498,4691664929446928309161,Speeding,Speeding,2/27/2018,Tue,"City states Glade is thru street for fire dept., so no speed bumps or stop signs can be added. Narrow road, crumbling edges, deep ditches, no sidewalks.  Speeders leave no room for error; feels threatening.",walks,MARIWOOD LN & MARIWOOD LN TERM W OF MEARS AV,Glade Av,Mt. Washington,4691664929446928309161,,,,,,,,,,,,,,
4499,4230963738842310017243,Walk signal is too short,Walk signal is too short,2/27/2018,Tue,"When I start to walk across the street and Linwood, and Delta, I'm halfway across and the flashing signal is already on and counting down.",walks,DELTA AV & LINWOOD AV,Linwood Av,Hyde Park,4230963738842310017243,,,,,,,,,,,,,,
4833,4098324281040985993299,Other,Other,2/28/2018,Wed,Left turn arrow needed for people driving down Delta to turn left onto Columbia Pkwy. Opposing traffic often takes up the whole green light forcing anyone waiting to make that left turn to wait through multiple light cycles or run the red.,drives,COLUMBIA PKWY & DELTA AV,Delta Av,Columbia Tusculum,4098324281040985993299,I agree.  Left turns here are needlessly challenging.,,,,,,,,,,,,,
4849,3358508858733587528629,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/28/2018,Wed,"Cars tend to drive fast going S on Sycamore & quickly make left turn onto 7th, making it hazardous for pedestrians.  After my last incident (I literally had to jump out of the way to avoid getting hit) I no longer cross the street there.",walks,E 7TH ST & SYCAMORE ST,E 7th St,Downtown,3358508858733587528629,I agree,,,,,,,,,,,,,
5201,3378517804133785678502,Other,Other,3/3/2018,Sat,This business district needs a daytime truck loading zone for all the bars and restaurants who receive deliveries. Trying to drive around a double parked semi is incredibly dangerous to cars and pedestrians.,travels (other),E DANIELS ST & W DANIELS ST,Short Vine St,Corryville,3378517804133785678502,,,,,,,,,,,,,,
5202,3378567850233786148958,Other,Other,3/3/2018,Sat,"No enforcement of parking laws after 5pm, no enforcement of speeding laws, no enforcement double parking laws means who cares if anyone does it.",travels (other),E DANIELS ST & W DANIELS ST,Short Vine St,Corryville,3378567850233786148958,,,,,,,,,,,,,,
5203,3285475295732858702870,Other,Other,3/3/2018,Sat,"More enforcement of general road rules is needed to remind people they exist. Ticket like mad and people will suddenly remember they are supposed to yield to pedestrians, slow for yellow lights etc.",travels (other),LUDLOW AV & CLIFTON AV,Ludlow Av,Clifton,3285475295732858702870,"I agree. Not only will this help prevent accidents involving pedestrians, but the city could make some money for road improvements and more crosswalk signs.",,,,,,,,,,,,,
5204,3297321747732973667731,Accessibility issue,Accessibility issue,3/3/2018,Sat,There is no ramp at this corner for wheel chair accessibility.,walks,DENNIS ST & CLASSEN ST,Dennis St,CUF,3297321747732973667731,,,,,,,,,,,,,,
5205,3378467757933785178041,Double Parking,Double Parking,3/3/2018,Sat,Day and night double parking is a huge issue.,travels (other),W CORRY ST & VINE ST,Short Vine St,Corryville,3378467757933785178041,,,,,,,,,,,,,,
5206,3378064855533783198528,Lack of Visibility,Lack of Visibility,3/3/2018,Sat,"You cannot see if a car turns up Daniels from Jefferson. So when driving across Daniels, you have to HOPE no car is coming.",bikes,W DANIELS ST & GLENDORA AV,W Daniels St,Corryville,3378064855533783198528,,,,,,,,,,,,,,
5207,3378614895833788028940,Other,Other,3/3/2018,Sat,"Something must be done about the issues caused by the State Liquor store on the corner. This corner is a huge mess of safety issues, ticket-able offences, arrests, fights. The traffic on weekend nights is horrendous.",travels (other),E UNIVERSITY AV & W UNIVERSITY AV,E University Av,Corryville,3378614895833788028940,,,,,,,,,,,,,,
5208,3275236300632854752957,Speeding,Speeding,3/3/2018,Sat,"What is the speed limit, you couldn't tell from you fellow cars.",walks,ORMOND AV & LUDLOW AV,Ludlow Av,Clifton,3275236300632854752957,It appears to be a speed limit if 50-60 mph judging how many drivers operate along here,,,,,,,,,,,,,
5209,3378517804133785678502,No Sidewalks,No Sidewalks,3/3/2018,Sat,"Sidewalks were widened to allow for cafe seating but some businesses along the strip are using too much and when FC and UC has games, tons of people are forced into flower beds or roads.",walks,E CHARLTON ST & VINE ST,Short Vine St,Corryville,3378517804133785678502,,,,,,,,,,,,,,
5210,3378567850233786148958,Other,Other,3/3/2018,Sat,"Please do something about resident parking during events at UC or Bogarts. You can't even park in the illegal spots everything gets so filled up. Coming home with my toddler, I can't park too far away.",travels (other),E DANIELS ST & W DANIELS ST,Short Vine St,Corryville,3378567850233786148958,,,,,,,,,,,,,,
5233,4711145756147114567027,Speeding,Speeding,3/4/2018,Sun,"Several people speed up and down this hill, many of them while looking at their phones. There are several families with active children in this entire neighborhood. There are also a large number of walkers/joggers in this neighborhood.",drives,ELMDALE DR & WASIGO DR,Wasigo Dr,Mt. Washington,4711145756147114567027,,,,,,,,,,,,,,
5265,2951951101132821651942,Speeding,Speeding,3/4/2018,Sun,"Northbound traffic exceeds the speed limit, and this creates high risk for crash with bicyclists attempting to enter traffic flow from end of W MLK Jr Drive shared path.",bikes,CENTRAL PKWY & HOPPLE ST,Central Pkwy,Clifton,2951951101132821651942,,,,,,,,,,,,,,
6129,3381135139533811791814,Speeding,Speeding,3/9/2018,Fri,Drivers tend to speed to make the lights on Burnet but there is a lot of people walking in this area Children's hospital. We need LED flashers or something people will see to SLOW down!,walks,BURNET AV & KASOTA ST,Burnet Av,Avondale,3381135139533811791814,"I also agree, but a lot of these people are our very own co-workers here at CCHMC running late for work!!",,,,,,,,,,,,,
6129,3381135139533811791814,Speeding,Speeding,3/9/2018,Fri,Drivers tend to speed to make the lights on Burnet but there is a lot of people walking in this area Children's hospital. We need LED flashers or something people will see to SLOW down!,walks,BURNET AV & KASOTA ST,Burnet Av,Avondale,3381135139533811791814,"I agree, speeding to catch the light also jaywalking",,,,,,,,,,,,,
6145,3381135139533811791814,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,3/9/2018,Fri,Drivers are speeding in this area and fail to yield to pedestrians in the crosswalk unless it's a red light.,walks,BURNET AV & KASOTA ST,Burnet Av,Corryville,3381135139533811791814,I agree with this 100%!,,,,,,,,,,,,,
6146,3381135139533811791814,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,3/9/2018,Fri,,walks,BURNET AV & KASOTA ST,Burnet Av,Corryville,3381135139533811791814,"The traffic lights were changed to do a count down to red which is better but vehicles are still going way too fast past the hospital trying to ""beat"" the red light.   Speed limits need to be reduced DRASTICALLY before someone is killed",,,,,,,,,,,,,
6161,3276712371832769523744,No Sidewalks,No Sidewalks,3/9/2018,Fri,"There should really be sidewalks on both sides of Glenmary. It becomes extremely difficult to navigate once Glenmary, Bishop, Vine and Ruther meet.",walks,GLENMARY AV & BROOKLINE AV,Glenmary Av,Clifton,3276712371832769523744,"I agree.  A sidewalk on the south side of Glenmary, between Brookline and Bishop would improve safety of drivers and pedestrians due to improved sightlines.",,,,,,,,,,,,,
6162,3277435358133975713446,Accessibility issue,Accessibility issue,3/9/2018,Fri,"The stairs! This whole street is a disaster of speeding with no pedestrian yielding, but these stairs make it extremely difficult to navigate these neighborhoods with a stroller, or mobility issues",walks,RUTHER AV & GLENMARY AV,Glenmary Av,Clifton,3277435358133975713446,"Stairs are in disrepair, look bad, could be made more safe!",,,,,,,,,,,,,
6163,4704990584047052056188,Speeding,Speeding,3/9/2018,Fri,"There is a curb walk.  Sometimes speeding cars come up on the sidewalk. Post speed limit sign. Post No outlet
signs on all streets in the Crest area to reduce volume
of unnecessary traffic.",walks,WALNUTVIEW CT & SILVERFOX DR,Walnutview Ct,Mt. Washington,4704990584047052056188,Contact Reserve of Turpin Condo president. The association can afford to help a safety cause.,,,,,,,,,,,,,
6209,4714743812247048406846,Other,Other,3/11/2018,Sun,"Work with the Reserve of Turpin Association. 
posting Private Property signs at entrance to private property. A few condo owners have had multiple robberies at their condos.  There are too many cars 
scouting the area for potential robbery.",travels (other),COPPERLEAF LN & ANDETP|CINC CORPLINE,Copperleaf Ln,Mt. Washington,4714743812247048406846,These are dedicated streets. They are not private property.,,,,,,,,,,,,,
6513,3676907711336771207340,Other,Other,3/12/2018,Mon,"Marking to Paddock turn is poor.  N42, 2 straight lanes become a straight and a merge.  Eliminate the marking across 42.",drives,READING RD & AVONDALE AV,Reading Rd,North Avondale - Paddock Hills,3676907711336771207340,,,,,,,,,,,,,,
6833,2884553930328846019721,Parking too close to intersection,Parking too close to intersection,3/12/2018,Mon,Cars park too close to intersection which is not marked and people often fail to stop in part because of the parking up to the corner.,travels (other),W 8TH ST & MT HOPE AV,Mt Hope Av,East Price Hill,2884553930328846019721,,,,,,,,,,,,,,
6834,2884221896328842589334,Other,Other,3/12/2018,Mon,"Crosswalk needs to be restriped and visible, all 4 sides. There is a school here!",travels (other),W 8TH ST & SUMMIT AV,Summit Av,East Price Hill,2884221896328842589334,,,,,,,,,,,,,,
6835,2883960936228842589334,Other,Other,3/12/2018,Mon,"Crosswalk needs to be restriped and visible, all 4 sides. There is a school here!",travels (other),W 8TH ST & CHATEAU AV,W 8th St,East Price Hill,2883960936228842589334,,,,,,,,,,,,,,
6836,2883663939128836999808,No Sidewalks,No Sidewalks,3/12/2018,Mon,No sidewalks by the park for children!,travels (other),GRAND AV & W 8TH ST,Grand Av,East Price Hill,2883663939128836999808,,,,,,,,,,,,,,
6837,2883699980828840029780,Other,Other,3/12/2018,Mon,Crosswalks need to be restriped and visible! This crosswalk needs a pedestrian activated light!,travels (other),GRAND AV & PRICE AV,Price Av,East Price Hill,2883699980828840029780,,,,,,,,,,,,,,
6838,2883359983928834620900,Other,Other,3/12/2018,Mon,Crosswalk needs to be restriped and visible! High pedestrian area!,travels (other),HAWTHORNE AV & PRICE AV,Hawthorne Av,East Price Hill,2883359983928834620900,,,,,,,,,,,,,,
6839,2883048987628833599839,Jaywalking,Jaywalking,3/12/2018,Mon,Someone is going to get hurt,travels (other),PRICE AV & CONSIDINE AV,Price Av,East Price Hill,2883048987628833599839,,,,,,,,,,,,,,
6840,2882721991028830489876,Speeding,Speeding,3/12/2018,Mon,Speed limit is 25. Some cars do 50,travels (other),PRICE AV & PURCELL AV,Price Av,East Price Hill,2882721991028830489876,,,,,,,,,,,,,,
6865,4068641548640686735801,Vehicles run red lights or stop signs,Vehicles run red lights or stop signs,3/13/2018,Tue,"Multiple accidents where Millsbrea drivers do not stop.  As a driver I have almost been hit twice in the last year.  When walking with my toddlers, it because dangerous when I don't know if they will stop.",walks,MINOT AV & MILLSBRAE AV,Millsbrae Av,Oakley,4068641548640686735801,,,,,,,,,,,,,,
6866,4067777557640678075893,Speeding,Speeding,3/13/2018,Tue,"drivers in the lane fail to merge and try to speed around the right lane, often going into the oncoming traffic lane.",drives,MINOT AV & EDWARDS RD TO I-71 NB RAMP,Edwards Rd,Oakley,4067777557640678075893,,,,,,,,,,,,,,
7153,0740879859107919008559,Speeding,Speeding,3/13/2018,Tue,,walks,MARVIN RD & CAROLINA TRACE RD,RIDGE AV,East Walnut Hills,0740879859107919008559,Agreed!,,,,,,,,,,,,,
7153,3402065005434021010363,Speeding,Speeding,3/13/2018,Tue,,walks,CROSBY RD & WILLEY RD,BURNET AV,East Walnut Hills,3402065005434021010363,agreed,,,,,,,,,,,,,
7169,0804359330208048293459,Lack of Visibility,Lack of Visibility,3/13/2018,Tue,You cannot see the people coming up the hill here at all.,drives,WILLEY RD & CROSBY RD,NEWPINE DR,East Walnut Hills,0804359330208048293459,put a mirror in!,,,,,,,,,,,,,
7154,0903697118809038321017,Parking too close to intersection,Parking too close to intersection,3/13/2018,Tue,you can not see at all. very dangerous,drives,SINGLETREE DR & BUTTERNUT CT,FOX LN,Over-the-Rhine,0903697118809038321017,,,,,,,,,,,,,,
7155,4509391047745095180199,Double Parking,Double Parking,3/13/2018,Tue,the drug dealers park in the street all the time,drives,BUTTERNUT CT & SINGLETREE DR,SECTION RD,Over-the-Rhine,4509391047745095180199,,,,,,,,,,,,,,
7156,4860609914148613879105,Parking on the sidewalk,Parking on the sidewalk,3/13/2018,Tue,why are people parked here????,walks,SINGLETREE DR & BIGCONE CT,CORNELL RD,Over-the-Rhine,4860609914148613879105,,,,,,,,,,,,,,
7170,0903556137209036971188,No Bike Facilities,No Bike Facilities,3/13/2018,Tue,a lot of bikers live here,bikes,BIGCONE CT & SINGLETREE DR,FOX LN,Over-the-Rhine,0903556137209036971188,,,,,,,,,,,,,,
7171,5886188337258865453539,Vehicles run red lights or stop signs,Vehicles run red lights or stop signs,3/13/2018,Tue,dangerous,uses an assistive device,SINGLETREE DR & BOXELDER CT,MONTGOMERY RD,Over-the-Rhine,5886188337258865453539,,,,,,,,,,,,,,
7157,2920690965529206998845,Double Parking,Double Parking,3/13/2018,Tue,can never get through.,drives,BOXELDER CT & SINGLETREE DR,DALTON AV,Over-the-Rhine,2920690965529206998845,,,,,,,,,,,,,,
7172,2920683864629206998845,Parking too close to intersection,Parking too close to intersection,3/13/2018,Tue,tired of getting blocked in,drives,QUIETWOOD LN & BEAR LN,DALTON AV,Over-the-Rhine,2920683864629206998845,,,,,,,,,,,,,,
7158,2420684907324210289063,Jaywalking,Jaywalking,3/13/2018,Tue,cars everywhere,walks,BEAR LN & QUIETWOOD LN,FOLEY RD,Over-the-Rhine,2420684907324210289063,,,,,,,,,,,,,,
